# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=100
# for k=1.045e-05 to 208.72 h/Mpc,
# number of wavenumbers equal to 135
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
# t_i   stands for theta_i(k,z) with above normalization 
# t_tot stands for (sum_i [rho_i+p_i] theta_i)/(sum_i [rho_i+p_i]))(k,z)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ur                   6:d_m                    7:d_tot                  8:phi                    9:psi                   10:h                     11:h_prime               12:eta                   13:eta_prime             14:H_T_Nb_prime          15:k2gamma_Nb            16:t_g                   17:t_b                   18:t_ur                  19:t_tot              
       1.045004301630e-04      -1.569864556118e-03      -1.177884175555e-03      -1.177888367667e-03      -1.569786719362e-03      -1.178048995032e-03      -1.189182491077e-03       6.122566301989e-01       5.967894673534e-01       2.355776735334e-03       3.184663803468e-06       9.999575468694e-01      -2.904213792263e-08       9.936128190731e-08      -5.046562633817e-11      -1.478802445450e-09      -1.349037071145e-12      -1.576066040192e-09      -5.799946238675e-11 
       1.315582470756e-04      -2.487424972389e-03      -1.866788756389e-03      -1.866799286289e-03      -2.487229512119e-03      -1.867053252944e-03      -1.884680113088e-03       6.122376156404e-01       5.967767974198e-01       3.733598572578e-03       5.047227948966e-06       9.999327205007e-01      -4.601992559632e-08       1.574259449796e-07      -7.996717843859e-11      -3.713914797980e-09      -3.388503312899e-12      -3.958088289056e-09      -1.456603653170e-10 
       1.656220203746e-04      -3.940689036917e-03      -2.958580775994e-03      -2.958607225630e-03      -3.940198287122e-03      -2.959008211539e-03      -2.986898332199e-03       6.122074836490e-01       5.967567180665e-01       5.917214451261e-03       7.999005724125e-06       9.998933796727e-01      -7.291466221536e-08       2.493750535538e-07      -1.267006422703e-10      -9.326267699471e-09      -8.511240290202e-12      -9.939042026488e-09      -3.657720477924e-10 
       2.085057702023e-04      -6.241519260655e-03      -4.688833587330e-03      -4.688900024842e-03      -6.240287447185e-03      -4.689531720811e-03      -4.733617659662e-03       6.121597439575e-01       5.967249021581e-01       9.377800049683e-03       1.267678736028e-05       9.998310443059e-01      -1.155067520119e-07       3.949108288679e-07      -2.007095811619e-10      -2.341592130564e-08      -2.137824216232e-11      -2.495290261014e-08      -9.183390692117e-10 
       2.624932126134e-04      -9.881970706508e-03      -7.430795798834e-03      -7.430962675765e-03      -9.878880077175e-03      -7.431954223073e-03      -7.501532283269e-03       6.120841215909e-01       5.966744921310e-01       1.486192535153e-02       2.008938943962e-05       9.997322897253e-01      -1.829273175307e-07       6.250833854110e-07      -3.178587114462e-10      -5.877594536013e-08      -5.369462589663e-11      -6.262778885514e-08      -2.305017969848e-09 
       3.304593757825e-04      -1.563634990334e-02      -1.177575046462e-02      -1.177616962284e-02      -1.562860068152e-02      -1.177771698447e-02      -1.188725458051e-02       6.119643560388e-01       5.965946282140e-01       2.355233924568e-02       3.183460456597e-05       9.995758740902e-01      -2.895725342774e-07       9.886632445009e-07      -5.031584653900e-10      -1.474706569152e-07      -1.348576018254e-10      -1.571107697544e-07      -5.783000467668e-09 
       4.160237057382e-04      -2.471796255412e-02      -1.866012517327e-02      -1.866117798150e-02      -2.469855340000e-02      -1.866356977047e-02      -1.883532963618e-02       6.117747672040e-01       5.964681314566e-01       3.732235596300e-02       5.044207021743e-05       9.993282225860e-01      -4.580694302365e-07       1.561844548426e-06      -7.959133402218e-10      -3.697622846858e-07      -3.386790199467e-10      -3.938370577332e-07      -1.449864160420e-08 
       5.237428150626e-04      -3.901507935426e-02      -2.956631969467e-02      -2.956896389151e-02      -3.896654815080e-02      -2.957260230608e-02      -2.984020248956e-02       6.114748584077e-01       5.962678446176e-01       5.913792778302e-02       7.991424492915e-05       9.989363504652e-01      -7.238056899194e-07       2.462637045679e-06      -1.257580734752e-09      -9.261504158888e-07      -8.504326403116e-10      -9.860682051813e-07      -3.630932984302e-08 
       6.593531391269e-04      -6.143404318376e-02      -4.683942368715e-02      -4.684606442143e-02      -6.131301925174e-02      -4.685144857902e-02      -4.726401775655e-02       6.110009641639e-01       5.959509094094e-01       9.369212884286e-02       1.265777225283e-04       9.983168507220e-01      -1.141686076847e-06       3.871238233588e-06      -1.983479265463e-09      -2.315870021436e-06      -2.135085750327e-09      -2.464181634249e-06      -9.077020386355e-08 
       8.300764221932e-04      -9.636720499785e-02      -7.418525298131e-02      -7.420192907708e-02      -9.606668791147e-02      -7.420950249683e-02      -7.483460428963e-02       6.102534615980e-01       5.954498460396e-01       1.484038581542e-01       2.004173723551e-04       9.973389497293e-01      -1.795796524446e-06       6.056356309692e-06      -3.119501912726e-09      -5.775576256383e-06      -5.358732933630e-09      -6.139475990907e-06      -2.262842365720e-07 
       1.045004301630e-03      -1.502506874308e-01      -1.174499069135e-01      -1.174917759746e-01      -1.495095208663e-01      -1.175013694705e-01      -1.184207235445e-01       6.090776497491e-01       5.946588318724e-01       2.349835519492e-01       3.171534986601e-04       9.957989117332e-01      -2.812174885096e-06       9.402566595417e-06      -4.884106043049e-09      -1.434333833888e-05      -1.344294263325e-08      -1.522361090990e-05      -5.616171780773e-07 
       1.315582470756e-03      -2.320124727990e-01      -1.858310676649e-01      -1.859361625455e-01      -2.302042676273e-01      -1.859453223391e-01      -1.872267376516e-01       6.072362086209e-01       5.934129536111e-01       3.718723250910e-01       5.014426346766e-04       9.933825383543e-01      -4.372951161197e-06       1.441999295202e-05      -7.592379594548e-09      -3.538406347752e-05      -3.369815043233e-08      -3.746438530629e-05      -1.384120940021e-06 
       1.656220203746e-03      -3.527816632606e-01      -2.937340404510e-01      -2.939984263183e-01      -3.484562846729e-01      -2.939977178938e-01      -2.956014238973e-01       6.043637254472e-01       5.914502108339e-01       5.879968526366e-01       7.917203615197e-04       9.896007180192e-01      -6.724142277506e-06       2.168357037930e-05      -1.166933773013e-08      -8.636935280405e-05      -8.445238349043e-08      -9.108538436723e-05      -3.373170925476e-06 
       2.085057702023e-03      -5.233174616690e-01      -4.635819265862e-01      -4.642455410422e-01      -5.132489795340e-01      -4.642062767451e-01      -4.657288476247e-01       5.999475590561e-01       5.883900364400e-01       9.284910820843e-01       1.247391831449e-03       9.837582311131e-01      -1.015847651920e-05       3.158431663284e-05      -1.761409454986e-08      -2.073017705680e-04      -2.111297513202e-07      -2.172953868823e-04      -8.076682214974e-06 
       2.624932126134e-03      -7.459180548114e-01      -7.299100601693e-01      -7.315728236350e-01      -7.235299658495e-01      -7.314152887578e-01      -7.314712457609e-01       5.932703457901e-01       5.836615741584e-01       1.463145647270e+00       1.959022778601e-03       9.748574835809e-01      -1.492232641533e-05       4.366099043224e-05      -2.583311756016e-08      -4.844198491497e-04      -5.262228063467e-07      -5.030126335577e-04      -1.880377096827e-05 
